severity,lng,lat
injury,149.141988,-35.240784
property,149.17766,-35.212499
property,149.145397,-35.311311
injury,149.085583,-35.253846
property,149.141729,-35.311164
property,149.130497,-35.270672
injury,149.129155,-35.279596
property,149.125722,-35.300837
injury,149.123007,-35.271752
injury,149.134669,-35.244047
property,149.130548,-35.315568
injury,149.118054,-35.278921
property,149.114929,-35.279164
injury,149.070537,-35.24116
injury,149.057403,-35.344041
property,149.114955,-35.278101
property,149.134392,-35.27859
injury,149.124368,-35.28323
property,149.129686,-35.275692
injury,149.135128,-35.252248
property,149.132038,-35.260511
property,149.144628,-35.290572
property,149.140567,-35.310369
property,149.134648,-35.244164
injury,149.124191,-35.266614
property,149.138717,-35.25777
fatal,149.133546,-35.569478
property,149.129039,-35.30622
property,149.135854,-35.309419
property,149.146489,-35.313198
injury,149.083934,-35.427922
injury,149.063792,-35.240585
injury,149.098261,-35.31314
injury,149.040911,-35.330675
injury,149.09028,-35.248987
property,149.133343,-35.306268
injury,149.130024,-35.264918
property,149.067477,-35.238236
injury,149.14257,-35.246894
property,149.124445,-35.280805
injury,149.129216,-35.409854
property,149.12849,-35.274259
injury,149.124497,-35.280837
injury,149.135129,-35.25224
property,149.145005,-35.321926
injury,149.051998,-35.226801
injury,149.138763,-35.344452
property,149.134263,-35.272456
property,149.153927,-35.228865
injury,149.099965,-35.173123
property,149.061921,-35.235644
injury,149.042966,-35.325979
injury,149.116407,-35.253198
injury,149.083404,-35.338477
property,149.153147,-35.237777
property,149.114278,-35.319415
injury,149.167909,-35.322774
property,149.09734,-35.354114
property,149.148471,-35.255225
property,149.14189,-35.261838
property,149.077973,-35.423934
property,149.135479,-35.253805
injury,149.074472,-35.424735
property,149.11911,-35.284622
property,149.05629,-35.243909
property,149.122097,-35.300368
injury,149.123104,-35.279893
property,149.127512,-35.183846
property,149.109015,-35.376984
property,149.020875,-35.228337
injury,149.117616,-35.300883
injury,149.136039,-35.280049
property,149.079708,-35.397963
property,149.127588,-35.288389
injury,149.128887,-35.271954
injury,149.134604,-35.244435
injury,149.154084,-35.246996
property,149.144197,-35.315413
injury,149.134115,-35.248265
property,149.130498,-35.270665
injury,149.131539,-35.32748
property,149.144158,-35.170659
property,149.129887,-35.275796
property,149.154908,-35.253303
injury,149.128308,-35.275543
property,149.146472,-35.316352
injury,149.132762,-35.273381
property,149.124381,-35.26653
injury,149.09153,-35.24578
property,149.074573,-35.253404
property,149.129771,-35.275784
injury,149.15559,-35.184506
property,149.13513,-35.252234
property,149.147912,-35.320657
injury,149.131808,-35.316522
injury,149.162479,-35.24192
injury,149.135694,-35.24874
property,149.1146,-35.268458
property,149.088006,-35.43398
injury,149.119086,-35.31433
property,149.133106,-35.312588
property,149.135622,-35.279328
property,149.098146,-35.313237
injury,149.135497,-35.326484
property,149.123829,-35.279077
property,149.120874,-35.255322
injury,149.1257,-35.275265
property,149.125564,-35.269785
injury,149.121799,-35.253814
injury,149.147518,-35.285586
injury,149.127488,-35.289295
property,149.131639,-35.247996
injury,149.146648,-35.238576
property,149.05525,-35.243646
property,149.162762,-35.20637
property,149.159811,-35.244506
property,149.133393,-35.306354
injury,149.127242,-35.300089
property,149.129574,-35.275762
injury,149.136898,-35.248525
property,149.131018,-35.252804
injury,149.071074,-35.238229
property,149.154101,-35.247076
property,149.127842,-35.278263
property,149.17145,-35.335496
injury,149.127574,-35.288761
injury,149.139809,-35.250945
injury,149.15008,-35.1538
property,149.125556,-35.269784
property,149.085331,-35.352095
property,149.135101,-35.252413
injury,149.126001,-35.273628
injury,149.098306,-35.277845
property,149.129488,-35.275753
property,149.092754,-35.384209
property,149.133943,-35.276537
property,149.129574,-35.275762
injury,149.121875,-35.264235
property,149.130957,-35.253039
injury,149.130043,-35.27348
injury,149.119368,-35.306916
injury,149.151212,-35.247753
property,149.128909,-35.306027
property,149.124548,-35.266457
property,149.131051,-35.275923
injury,149.125711,-35.275196
injury,149.115595,-35.281956
property,149.119669,-35.272006
property,149.127742,-35.193327
injury,149.129771,-35.275784
property,149.130634,-35.278501
injury,149.136792,-35.31692
property,149.098349,-35.313209
injury,149.135221,-35.251671
property,149.048004,-35.360991
property,149.13387,-35.265998
injury,149.135168,-35.251996
injury,149.104443,-35.171026
injury,149.14928,-35.322537
property,149.127697,-35.27932
property,149.123598,-35.268078
injury,149.134783,-35.320471
property,149.12966,-35.275854
injury,149.144498,-35.228882
injury,149.072861,-35.23967
property,149.135132,-35.252224
property,149.12446,-35.280814
injury,149.121082,-35.311951
property,149.151499,-35.23538
property,149.064506,-35.242958
property,149.154031,-35.246744
property,149.132038,-35.260511
property,149.12074,-35.255258
injury,149.040988,-35.330608
injury,149.06769,-35.24662
injury,149.135731,-35.248511
injury,149.171173,-35.306455
property,149.107013,-35.304703
property,149.131528,-35.273204
injury,149.122211,-35.184135
injury,149.091273,-35.4377
property,149.147555,-35.282471
property,149.129355,-35.277742
property,149.135868,-35.270904
property,149.099697,-35.220966
property,149.130951,-35.163638
property,149.125369,-35.263608
property,149.135664,-35.2794
property,149.147987,-35.299016
property,149.188811,-35.308083
property,149.074993,-35.252312
property,149.122064,-35.300591
property,149.134895,-35.253688
injury,149.132554,-35.274671
property,149.129673,-35.275773
property,149.125418,-35.263587
injury,149.141166,-35.259204
injury,149.107112,-35.176036
injury,149.111129,-35.311434
property,149.071109,-35.238394
property,149.130309,-35.271834
property,149.14858,-35.253584
property,149.138069,-35.277159
injury,149.126924,-35.242875
property,149.128306,-35.275551
injury,149.184924,-35.213239
property,149.127487,-35.289298
property,149.177332,-35.327867
injury,149.126431,-35.300867
injury,149.067172,-35.399164
injury,149.122373,-35.265001
injury,149.124452,-35.28081
property,149.058266,-35.235899
property,149.092762,-35.384212
property,149.132583,-35.274492
property,149.140558,-35.250664
injury,149.092301,-35.426303
injury,149.141139,-35.276047
injury,149.13027,-35.272076
property,149.110101,-35.265775
property,149.135733,-35.248498
property,149.129936,-35.274143
property,149.125207,-35.277527
property,149.093073,-35.384324
injury,149.117378,-35.272344
injury,149.100377,-35.350783
property,149.043994,-35.325093
property,149.124628,-35.280511
injury,149.13601,-35.32841
injury,149.012925,-35.329428
property,149.119382,-35.306918
property,149.136989,-35.240594
injury,149.129344,-35.278426
fatal,149.091418,-35.45145
injury,149.181103,-35.327381
property,149.153594,-35.32712
property,149.14051,-35.310436
property,149.14367,-35.276069
property,149.154746,-35.248646
injury,149.065488,-35.235146
injury,149.130272,-35.272062
injury,149.133831,-35.266526
property,149.02701,-35.20546
injury,149.080512,-35.394836
property,149.138127,-35.324136
injury,149.141262,-35.289384
injury,149.190354,-35.31351
property,149.180484,-35.330319
injury,149.135079,-35.309253
injury,149.150753,-35.159309
property,149.132221,-35.27678
injury,149.153811,-35.245704
injury,149.125302,-35.279859
injury,149.13795,-35.249414
property,149.125403,-35.263593
property,149.114286,-35.265399
property,149.123983,-35.251948
property,149.11447,-35.319546
property,149.123462,-35.269556
property,149.121034,-35.274159
injury,149.12966,-35.275854
property,149.121055,-35.2494
property,149.133128,-35.18194
injury,149.130826,-35.21833
injury,149.123514,-35.269562
property,149.130629,-35.260263
property,149.117264,-35.267301
property,149.125565,-35.269785
injury,149.15282,-35.257239
property,149.12186,-35.253917
property,149.135156,-35.252073
property,149.069415,-35.417992
property,149.143597,-35.236019
property,149.093073,-35.384324
injury,149.129771,-35.275784
injury,149.130995,-35.218244
injury,149.129277,-35.268803
injury,149.10752,-35.312191
property,149.137823,-35.344279
property,149.129736,-35.314358
property,149.107859,-35.340388
property,149.130804,-35.218244
injury,149.178271,-35.329099
property,149.082802,-35.312936
property,149.124182,-35.266618
property,149.080349,-35.231235
property,149.126787,-35.275542
property,149.13776,-35.265724
property,149.142165,-35.2488
injury,149.12588,-35.29924
property,149.086294,-35.194217
injury,149.132929,-35.273356
property,149.141276,-35.332932
property,149.125567,-35.269785
injury,149.089385,-35.341083
property,149.142751,-35.220987
property,149.135253,-35.319557
property,149.126679,-35.3226
injury,149.130014,-35.273039
property,149.123599,-35.281785
property,149.146594,-35.200393
property,149.125375,-35.263605
property,149.127684,-35.279401
property,149.130211,-35.27306
injury,149.134856,-35.268787
property,149.139009,-35.253914
injury,149.141787,-35.311098
injury,149.164021,-35.250742
property,149.121159,-35.279751
injury,149.147185,-35.282591
property,149.125732,-35.275063
property,149.126763,-35.275457
property,149.128146,-35.276993
property,149.1339,-35.248242
property,149.121323,-35.260496
injury,149.074428,-35.226034
injury,149.147298,-35.317855
injury,149.086047,-35.265528
injury,149.17005,-35.384084
property,149.143425,-35.275074
injury,149.12747,-35.284607
injury,149.132343,-35.275977
property,149.147695,-35.259362
injury,149.133172,-35.181761
injury,149.091464,-35.437554
property,149.144839,-35.315163
property,149.129851,-35.274672
property,149.11523,-35.258735
property,149.129808,-35.274934
property,149.063188,-35.347249
property,149.126787,-35.275542
injury,149.133933,-35.270694
property,149.094422,-35.364192
injury,149.138023,-35.265622
injury,149.135185,-35.26675
property,149.126655,-35.276831
property,149.135172,-35.251974
injury,149.165194,-35.224721
property,149.067476,-35.237289
property,149.102161,-35.25996
injury,149.083568,-35.338505
injury,149.068388,-35.352329
injury,149.127264,-35.300163
property,149.126568,-35.242644
injury,149.133305,-35.252666
injury,149.145788,-35.311986
property,149.125422,-35.263585
injury,149.141613,-35.265662
property,149.043935,-35.236248
injury,149.119455,-35.280898
injury,149.150277,-35.297558
property,149.117545,-35.197281
injury,149.098195,-35.320423
property,149.175434,-35.297097
property,149.080347,-35.23124
property,149.09236,-35.364335
property,149.154885,-35.249026
property,149.075158,-35.323401
property,149.052365,-35.380695
property,149.212393,-35.342918
injury,149.125282,-35.279774
injury,149.130601,-35.260437
injury,149.13876,-35.309735
injury,149.12668,-35.276206
property,149.149578,-35.322622
property,149.13204,-35.260511
injury,149.132411,-35.304333
injury,149.123271,-35.269535
property,149.087566,-35.347925
property,149.126681,-35.276179
injury,149.131344,-35.283481
injury,149.134122,-35.248224
property,149.141729,-35.311164
property,149.06162,-35.239653
property,149.127724,-35.297094
property,149.135094,-35.252456
property,149.130267,-35.254038
injury,149.13534,-35.184475
injury,149.154806,-35.248811
injury,149.121839,-35.273489
injury,149.135129,-35.252241
property,149.135342,-35.307625
property,149.017747,-35.222703
injury,149.129562,-35.276458
injury,149.130848,-35.24791
property,149.129353,-35.277124
property,149.119342,-35.306947
property,149.13513,-35.252234
property,149.119837,-35.283562
property,149.143595,-35.236134
injury,149.131114,-35.266231
property,149.129171,-35.270197
injury,149.117216,-35.267227
injury,149.135131,-35.252227
property,149.078138,-35.347692
injury,149.13574,-35.322417
property,149.062229,-35.194432
property,149.138623,-35.250493
injury,149.119658,-35.323027
property,149.115572,-35.274376
property,149.126302,-35.278629
property,149.129157,-35.279584
property,149.136007,-35.279995
property,149.136174,-35.251246
injury,149.085118,-35.351491
property,149.123555,-35.281797
property,149.125338,-35.236711
property,149.132588,-35.266407
property,149.129552,-35.277146
property,149.130651,-35.270338
injury,149.097513,-35.313957
property,149.108346,-35.314666
property,149.130274,-35.272053
property,149.144922,-35.291558
property,149.133262,-35.260644
property,149.125363,-35.26361
property,149.123946,-35.282664
injury,149.133915,-35.248221
injury,149.103647,-35.259911
injury,149.13166,-35.263472
property,149.139907,-35.257249
injury,149.119411,-35.280677
property,149.12637,-35.241988
property,149.122364,-35.264986
injury,149.142367,-35.301203
property,149.127674,-35.328476
injury,149.117792,-35.273851
property,149.125147,-35.275273
property,149.124881,-35.314823
injury,149.132795,-35.340405
property,149.053438,-35.326392
injury,149.132927,-35.318635
injury,149.047116,-35.341514
property,149.133926,-35.270693
property,149.132425,-35.258736
injury,149.048323,-35.236306
property,149.132305,-35.280813
property,149.075831,-35.250111
injury,149.125855,-35.279098
injury,149.128254,-35.27577
injury,149.11901,-35.284737
property,149.130502,-35.270639
injury,149.046177,-35.35986
injury,149.150926,-35.295368
property,149.104124,-35.339598
injury,149.12975,-35.275292
injury,149.159515,-35.244256
injury,149.133035,-35.182316
injury,149.123581,-35.266858
property,149.108575,-35.368282
property,149.155474,-35.250259
injury,149.099407,-35.373633
injury,149.086264,-35.330276
property,149.14225,-35.288134
injury,149.151741,-35.335197
injury,149.134942,-35.25939
property,149.131734,-35.271691
property,149.138009,-35.265627
property,149.101495,-35.341909
property,149.110432,-35.317508
injury,149.080309,-35.189288
injury,149.125732,-35.275063
property,149.125706,-35.275228
property,149.124087,-35.2826
property,149.053356,-35.326437
property,149.132307,-35.304477
property,149.129288,-35.278151
property,149.149727,-35.337782
property,149.126461,-35.29565
property,149.116512,-35.317089
injury,149.042515,-35.350003
property,149.149961,-35.20398
injury,149.089909,-35.348972
injury,149.151311,-35.192373
injury,149.082378,-35.339936
injury,149.122335,-35.318335
property,149.123513,-35.311114
property,149.125288,-35.279768
property,149.093072,-35.384324
property,149.067116,-35.417699
property,149.133121,-35.271162
property,149.052908,-35.203013
property,149.124476,-35.280824
property,149.127896,-35.270038
property,149.135189,-35.266724
property,149.124169,-35.256515
property,149.087037,-35.23349
property,149.13106,-35.18374
property,149.037666,-35.233416
property,149.134019,-35.248223
property,149.153603,-35.32711
property,149.149054,-35.248122
property,149.14107,-35.275991
injury,149.125526,-35.26978
property,149.130781,-35.315435
injury,149.075568,-35.354754
property,149.112969,-35.265657
injury,149.154615,-35.228382
injury,149.135539,-35.272927
property,149.063499,-35.239277
injury,149.083358,-35.338434
property,149.128064,-35.276944
injury,149.14171,-35.25646
property,149.13513,-35.252236
property,149.097791,-35.24701
property,149.114665,-35.268289
injury,149.145867,-35.244832
property,149.03902,-35.344285
injury,149.135793,-35.271352
property,149.132002,-35.282087
injury,149.115367,-35.276574
injury,149.128173,-35.300405
property,149.143064,-35.243385
property,149.131477,-35.264606
property,149.114559,-35.268395
injury,149.14986,-35.203721
property,149.120729,-35.255327
injury,149.035378,-35.318647
injury,149.129561,-35.308818
injury,149.12424,-35.278614
injury,149.116649,-35.300559
property,149.13372,-35.279769
injury,149.123544,-35.281797
injury,149.150795,-35.298454
injury,149.130294,-35.271928
injury,149.120177,-35.405786
injury,149.032913,-35.226641
property,149.090404,-35.312992
injury,149.13172,-35.340665
property,149.141119,-35.272019
injury,149.124159,-35.281144
property,149.12909,-35.413248
property,149.136938,-35.275195
injury,149.162411,-35.329785
injury,149.129864,-35.266095
property,149.08087,-35.314001
injury,149.124782,-35.252787
property,149.126451,-35.278112
injury,149.143479,-35.220107
injury,149.134109,-35.285133
injury,149.124174,-35.266621
injury,149.108068,-35.297122
property,149.139326,-35.331788
injury,149.124086,-35.332641
property,149.051862,-35.33607
injury,149.130858,-35.313712
injury,149.134896,-35.253682
property,149.036522,-35.204999
property,149.130271,-35.272071
injury,149.131601,-35.27252
property,149.161921,-35.330435
injury,149.118924,-35.18576
property,149.030251,-35.239581
injury,149.153085,-35.325264
property,149.139259,-35.331848
property,149.138067,-35.302876
property,149.125532,-35.269781
property,149.131692,-35.283689
injury,149.144934,-35.321908
injury,149.146839,-35.313802
property,149.135622,-35.279328
property,149.086635,-35.326304
property,149.121996,-35.191134
property,149.062946,-35.320372
injury,149.103504,-35.239858
injury,149.146144,-35.256696
property,149.132025,-35.261214
injury,149.133513,-35.158881
injury,149.063231,-35.347158
property,149.135116,-35.252318
property,149.134015,-35.270703
property,149.128912,-35.271801
injury,149.132704,-35.273745
injury,149.124962,-35.263786
property,149.131091,-35.273156
property,149.132588,-35.274457
property,149.134223,-35.248235
property,149.128298,-35.275603
property,149.074978,-35.252351
property,149.130276,-35.272037
injury,149.136768,-35.274902
property,149.147883,-35.315818
injury,149.129157,-35.279584
property,149.124715,-35.283589
injury,149.141787,-35.311098
property,149.129157,-35.279584
property,149.14231,-35.220227
injury,149.012019,-35.226168
property,149.137402,-35.329861
property,149.147483,-35.187893
injury,149.136703,-35.316866
property,149.028664,-35.343956
property,149.142371,-35.321255
injury,149.142211,-35.248669
injury,149.115884,-35.310208
injury,149.131966,-35.282652
injury,149.135187,-35.266738
injury,149.12465,-35.283614
property,149.141271,-35.332894
injury,149.078161,-35.309778
property,149.080772,-35.255402
property,149.126186,-35.283527
injury,149.149767,-35.296672
injury,149.124958,-35.277806
property,149.127767,-35.278773
property,149.13636,-35.267431
property,149.134902,-35.158997
injury,149.058007,-35.235629
injury,149.135053,-35.309414
property,149.134147,-35.270717
injury,149.13649,-35.259856
property,149.131871,-35.270843
property,149.135622,-35.279328
injury,149.134332,-35.297084
injury,149.147081,-35.316603
injury,149.133882,-35.270688
injury,149.128055,-35.247371
property,149.125289,-35.279852
property,149.138072,-35.248653
property,149.130853,-35.218234
injury,149.122364,-35.304105
property,149.097761,-35.218724
property,149.134389,-35.245735
injury,149.061977,-35.243423
property,149.074305,-35.347592
property,149.088581,-35.34576
injury,149.06403,-35.221895
property,149.061871,-35.245488
injury,149.136714,-35.309594
property,149.132473,-35.275173
property,149.065596,-35.235528
property,149.125507,-35.238327
property,149.082983,-35.31297
injury,149.034771,-35.324212
property,149.170941,-35.207695
property,149.147346,-35.261526
property,149.127769,-35.287553
property,149.134893,-35.186808
property,149.148589,-35.25345
property,149.121322,-35.325397
injury,149.083125,-35.231532
property,149.051262,-35.339099
injury,149.050755,-35.212634
injury,149.127491,-35.288379
property,149.073258,-35.240493
property,149.156169,-35.234717
property,149.040909,-35.335975
injury,149.139227,-35.27915
injury,149.09236,-35.364335
injury,149.127713,-35.311475
property,149.134038,-35.273844
property,149.13692,-35.169399
injury,149.135502,-35.326483
property,149.065323,-35.319459
property,149.135658,-35.248963
injury,149.146686,-35.265616
injury,149.132694,-35.317695
injury,149.156707,-35.194873
property,149.089909,-35.348972
property,149.129344,-35.278426
property,149.146254,-35.187689
injury,149.11431,-35.319565
injury,149.091348,-35.437646
property,149.129905,-35.314261
property,149.188489,-35.312398
property,149.112273,-35.435297
injury,149.151653,-35.230436
injury,149.133624,-35.276183
property,149.166765,-35.333281
property,149.13513,-35.252234
injury,149.133073,-35.182161
property,149.056643,-35.24369
property,149.16789,-35.322797
injury,149.135056,-35.252691
injury,149.138507,-35.32027
injury,149.14051,-35.310436
injury,149.155464,-35.250247
property,149.09292,-35.371915
property,149.133584,-35.30804
property,149.14754,-35.282464
property,149.13026,-35.254047
injury,149.129673,-35.275773
injury,149.064586,-35.403386
property,149.138099,-35.265592
injury,149.135622,-35.279328
property,149.129097,-35.257426
property,149.135218,-35.333505
injury,149.13204,-35.260511
property,149.139733,-35.257072
property,149.134832,-35.321236
injury,149.125565,-35.269785
property,149.131447,-35.273468
property,149.118434,-35.279369
property,149.135047,-35.278335
injury,149.164407,-35.229379
property,149.12949,-35.275766
injury,149.086292,-35.348692
property,149.107299,-35.312792
injury,149.053643,-35.26903
injury,149.125377,-35.263605
injury,148.989142,-35.337123
property,149.085139,-35.351257
injury,148.917285,-35.284785
property,149.117004,-35.259015
injury,149.136876,-35.283676
injury,149.086204,-35.256812
injury,149.094046,-35.456201
injury,149.071987,-35.421372
injury,149.090622,-35.35063
property,149.123942,-35.282665
injury,149.11118,-35.226844
injury,149.154043,-35.251064
injury,149.09236,-35.364335
property,149.143485,-35.290809
injury,149.085097,-35.351725
injury,149.066138,-35.252191
injury,149.130628,-35.278541
property,149.131655,-35.263504
property,149.043701,-35.329763
property,149.123599,-35.268071
injury,149.092197,-35.234751
injury,149.136248,-35.303673
injury,149.131143,-35.183404
injury,149.12957,-35.272991
property,149.143529,-35.29076
property,149.129307,-35.278038
injury,149.169816,-35.294876
property,149.166888,-35.322007
property,149.134252,-35.301025
injury,149.147434,-35.208624
property,149.128566,-35.314932
injury,149.123987,-35.300809
property,149.073351,-35.451595
injury,149.135881,-35.27801
injury,149.136089,-35.253871
property,149.142864,-35.179797
injury,149.122332,-35.299582
injury,149.15053,-35.320615
injury,149.128422,-35.297539
injury,149.072563,-35.385161
property,149.083002,-35.312964
injury,149.071076,-35.238239
property,149.134866,-35.278024
property,149.134389,-35.245735
property,149.135728,-35.24853
property,149.148556,-35.323041
property,149.094847,-35.332517
injury,149.139817,-35.280443
property,149.132259,-35.185468
property,149.131439,-35.273522
property,149.108736,-35.40565
injury,149.145955,-35.234388
property,149.132676,-35.273328
property,149.175434,-35.297097
injury,149.114936,-35.167948
property,149.149893,-35.337382
injury,149.142899,-35.291842
injury,149.11434,-35.319532
injury,149.130553,-35.26085
property,149.131862,-35.284731
injury,149.140968,-35.249535
property,149.15594,-35.196211
injury,149.12815,-35.256543
property,149.140461,-35.250836
injury,149.129561,-35.275769
injury,149.138602,-35.26718
injury,149.136552,-35.317514
injury,149.086321,-35.194208
property,149.145701,-35.316652
injury,149.151675,-35.303315
property,149.042966,-35.325979
property,149.188045,-35.312446
injury,149.12573,-35.275081
property,149.125379,-35.263603
property,149.125558,-35.269784
property,149.136728,-35.278897
injury,149.035236,-35.352849
property,149.134994,-35.285747
property,149.10097,-35.309577
injury,149.083699,-35.343856
injury,149.188381,-35.30734
property,149.0705,-35.221075
injury,149.141621,-35.256444
injury,149.129083,-35.255597
injury,149.125582,-35.275334
property,149.127332,-35.245425
property,149.151131,-35.282818
injury,149.124963,-35.251202
property,149.129561,-35.275769
injury,149.087275,-35.402946
property,149.121332,-35.158223
injury,149.143195,-35.294877
property,149.148499,-35.327956
injury,149.135134,-35.252208
injury,149.136446,-35.302259
property,149.133453,-35.253585
injury,149.085768,-35.253953
property,149.121996,-35.191134
injury,149.129771,-35.275784
property,149.149376,-35.206135
property,149.129051,-35.278394
injury,149.139353,-35.172934
property,149.135047,-35.278335
property,149.069757,-35.170044
property,149.128822,-35.181734
property,149.137469,-35.265838
property,149.130576,-35.317246
property,149.067166,-35.422064
injury,149.050733,-35.212633
property,149.149134,-35.325641
injury,149.11766,-35.259161
injury,149.12393,-35.282667
injury,149.123676,-35.259568
injury,149.079808,-35.402888
injury,149.18987,-35.214453
property,149.082975,-35.312973
injury,149.119522,-35.240719
injury,149.086843,-35.355832
injury,149.149904,-35.199268
property,149.144049,-35.313798
property,149.1282,-35.186039
property,149.138587,-35.331182
injury,149.132638,-35.277991
injury,149.144984,-35.272119
injury,149.027224,-35.227047
property,149.070542,-35.236901
property,149.133778,-35.266567
property,149.125167,-35.279904
property,149.129566,-35.27299
injury,149.118369,-35.271229
injury,149.114425,-35.319437
property,149.125237,-35.236704
injury,149.110152,-35.258707
injury,149.124381,-35.26653
injury,149.073242,-35.240418
injury,149.15393,-35.194165
property,149.140055,-35.264765
property,149.13392,-35.273463
property,149.131657,-35.263492
property,149.143004,-35.179899
property,149.129515,-35.276746
injury,149.082354,-35.33993
property,149.124552,-35.266456
property,149.135121,-35.25229
property,149.136732,-35.248507
property,149.137094,-35.305135
property,149.145715,-35.273383
property,149.032487,-35.319108
property,149.121921,-35.300498
injury,149.137574,-35.248866
